orgth,orgen,telephone,address,website,healtharea,agency,province,district,area,npsts,pooledsaliva,pooledswab
โรงพยาบาลเกษมราษฎร์ รัตนาธิเบศร์,Kasemrad Hospital Rattanatibeth,0-2921-3400-9,รพ.เกษมราษฎร์รัตนาธิเบศร์ 58 หมู่ 15 ถ.รัตนาธิเบศร์ ต.บางรักพัฒนา อ.บางบัวทอง จ.นนทบุรี 11110,http://www.kasemrad.co.th/rattanatibeth/,เขต 4,เอกชน,นนทบุรี,บางบัวทอง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลเวิลด์เมดิคอล,World Medical Hospital,0-2836-9999,ห้องปฏิบัติการ ชั้น 6 44 ม.4 ถ.แจ้งวัฒนะ ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,http://theworldmedicalcenter.com/,เขต 4,เอกชน,นนทบุรี,ปากเกร็ด,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
ห้องปฏิบัติการ นิวเจน ลาบอราตอรี่ คลินิกเทคนิคการแพทย์,"NEWGEN DIAGNOSTICS CO., LTD.",086-820-9908,599/5 หมู่ 4 ถนนบางกรวย-จงถนอม ตำบลมหาสวัสดิ์ อำเภอบางกรวย จังหวัดนนทบุรี 11130,https://www.facebook.com/NewGenLab/,เขต 4,เอกชน,นนทบุรี,บางกรวย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลปทุมธานี,Pathum Thani Hospital,0-2598-8888,กลุ่มงานเทคนิคการแพทย์ โรงพยาบาลปทุมธานี เลขที่ 7 ต.บางกรอก อ.เมือง จ.ปทุมธานี 12000,http://www.pth.go.th/index_true.php,เขต 4,ภาครัฐ,ปทุมธานี,เมืองปทุมธานี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลการุญเวช ปทุมธานี,Karunvej Hospital Pathum Thani,0-2529-4533,98 หมู่ 13 ถ.พหลโยธิน กม.46 ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,http://karunvej.com/wp/,เขต 4,เอกชน,ปทุมธานี,คลองหลวง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
ศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี คณะแพทยศาสตร์ มหาวิทยาลัยศรีนครินทรวิโรฒ,"HRH Maha Chakri Sirindhorn Medical Center, Faculty of Medical Sciences, Srinakharinwirot University",0-3739-5085-6,ภาควิชาพยาธิวิทยา ชั้น 3 ตึกศูนย์การแพทย์สมเด็จพระเทพฯ คณะแพทยศาสตร์ มหาวิทยาลัยศรนครินทรวิโรฒ ต.องครักษ์ อ.องครักษ์ จ.นครนายก 26120,http://medicine.swu.ac.th/imsmc/,เขต 4,ภาครัฐ,นครนายก,องครักษ์,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลพระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya Hospital,0-3521-1888 ,ชั้น 3 อาคาร เฉลิมพระเกียรติ 46/1 ถนนอู่ทอง ตำบลประตูชัย อำเภอเมืองพระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000.,http://www.ayhosp.go.th/,เขต 4,ภาครัฐ,พระนครศรีอยุธยา,พระนครศรีอยุธยา,ต่างจังหวัด,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลราชธานี โรจนะ,Rajthanee Rojana Hospital,0-3524-9249,78 ม.3 ต.สามเรือน อ.บางปะอิน จ.พระนครศรีอยุธยา 13160,https://rajthanee-rojana.com/,เขต 4,เอกชน,พระนครศรีอยุธยา,บางปะอิน,ต่างจังหวัด,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลพระนารายณ์มหาราช,Pranarai Maharaj Hospital,0-3678-5440,260 ม.1 ต.เขาสามยอด อ.เมือง จ.ลพบุรี 15000,http://www.kingnaraihospital.go.th/,เขต 4,ภาครัฐ,ลพบุรี,เมืองลพบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลอ่างทอง,Ang Thong Hospital,0-3561-5111,งานจุลชีววิทยา กลุ่มงานเทคนิคการแพทย์และพยาธิวิทยาคลินิก โรงพยาบาลอ่างทอง เลขที่ 3 เทศบาล 6 ต.บางแก้ว อ.เมือง จ.อ่างทอง 14000,https://ath.in.th/,เขต 4,ภาครัฐ,อ่างทอง,เมืองอ่างทอง,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสิงห์บุรี,Singburi Hospital,0-3652-2508-11,917/3 ถนนขุนสรรค์ ตำบลบางพุทรา อำเภอเมือง จังหวัดสิงห์บุรี 16000 ,http://www.singburihosp.go.th/,เขต 4,ภาครัฐ,สิงห์บุรี,เมืองสิงห์บุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลโพธิ์ทอง,Phothong Hospital,0-3561-0688,122 หมู่ 4 ถนนโพธิ์พระยา-ท่าเรือ ต.บ้านอิฐ อ.เมือง จ.อ่างทอง 14000,https://pth.moph.go.th/,เขต 4,ภาครัฐ,อ่างทอง,เมืองอ่างทอง,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเอเชีีย,Asia Hospital,0-2199-9999,ห้องปฏิบัติการเทคนิคการแพทย์ โรงพยาบาลเอเชีย อ.อุทัย จ.พระนครศรีอยุธยา 13210,https://www.asiahospitalthailand.com/,เขต 4,เอกชน,พระนครศรีอยุธยา,อุทัย,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,
บริษัท ภัทร แล็บ จำกัด (โรงพยาบาล ภัทร ธนบุรี),"Phatara Lab Co.,Ltd (Phatara-Thonburi Hospital)",0-2901-8400-8,32/410 หมู่ที่ 6 ถนนพหลโยธิน ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,http://www.phatara-thonburi.com/,เขต 4,เอกชน,ปทุมธานี,คลองหลวง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลนครนายก,Nakhon Nayok Hospital ,0-3731-1151,กลุ่มงานเทคนิคการแพทย์และพยาธิวิทยาคลินิก โรงพยาบาลนครนายก อ.เมือง,https://www.nayokhospital.go.th/,เขต 4,ภาครัฐ,นครนายก,เมืองนครนายก,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลบางปะอิน,Bang Pa-in Hospital,0-3526-1173-4,72 หมู่ 11 ตำบลบ้านเลน อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160,https://www.facebook.com/โรงพยาบาลบางปะอิน-จังหวัดพระนครศรีอยุธยา-538941622973425/,เขต 4,ภาครัฐ,พระนครศรีอยุธยา,บางปะอิน,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเอเชีย อินเตอร์เนชั่นแนล,ASIA International Hospital,0-3535-6888,"888/8  ถนน.โรจนะ หมู่ 2 ต.สามเรือน อ.บางปะอิน จ.พระนครศรีอยุธยา
13160",http://www.asiainterhospital.com/,เขต 4,เอกชน,พระนครศรีอยุธยา,บางปะอิน,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสินแพทย์ ลำลูกกา,Synphaet Hospital Lamlukka,0-2006-9999,37/29 หมู่ 3 ถนนลำลูกกา ตำบลคูคต อำเภอลำลูกกา ปทุมธานี 12130,https://www.synphaet.co.th/lamlukka/,เขต 4,เอกชน,ปทุมธานี,ลำลูกกา,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
